"","ensembl_id_fixed","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description.x","gene_biotype.x","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","description.y","gene_biotype.y"
"26299","GRMZM2G181081",205.093289967713,-4.05059724532165,0.339041308379344,-11.9472086297802,6.71426754586547e-33,2.54000741260091e-29,"CIPK-like protein 1  [Source:UniProtKB/TrEMBL;Acc:B6SY58]","protein_coding",24.3872250728934,16.9218224617267,3.1616992563913,14.6382990339353,9.45130257990264,18.2384776343754,21.1313220800901,28.1382344972968,0,3.67283584704709,11.0261597653531,7.70075369046856,789.057978146143,516.716598454879,347.207778301346,208.702863073413,177.320587478643,189.303998540861,200.979853378081,441.977715890929,212.41032827209,267.787387389363,1207.21244841217,"CIPK-like protein 1  [Source:UniProtKB/TrEMBL;Acc:B6SY58]","protein_coding"
"9272","GRMZM2G048733",599.019237350615,-1.35601010617023,0.132022350527067,-10.2710647156084,9.51486896102897e-25,1.66129612059566e-21,"AT-rich element binding factor 3; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FD84]","protein_coding",565.951809450249,358.859338412481,271.906136049652,368.397192354038,316.618636426738,338.851716049186,215.761920186183,316.555138094589,309.256251212504,341.573733775379,317.920939901015,344.333700730951,912.86801218781,1119.21622595012,961.96094421152,846.545749815851,578.472080463116,1069.65948690079,865.643563238924,890.487122164483,768.425599337268,635.010532596099,1063.1666295552,"AT-rich element binding factor 3; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FD84]","protein_coding"
"23015","GRMZM2G155242",995.16284324824,-2.13283614180481,0.217428582900927,-9.80936412935481,1.02613116168453e-22,1.37006618281856e-19,"Inositol-3-phosphate synthase  [Source:UniProtKB/Swiss-Prot;Acc:Q9FPK7]","protein_coding",586.134340545058,329.683782443987,418.398201595783,336.680877780511,374.507864728642,137.268542195562,449.318637913494,368.811859303855,172.973835423943,352.59224131652,268.303220956926,407.039837924767,1012.65520380348,2584.59220438075,2764.13465063279,1222.88143463498,891.447762187716,3027.02607375533,1710.21058754681,1286.74300537704,1538.10067119378,1228.67154213943,1420.56901692835,"Inositol-3-phosphate synthase  [Source:UniProtKB/Swiss-Prot;Acc:Q9FPK7]","protein_coding"
"8532","GRMZM2G043198",849.752250435584,-2.02004410423985,0.214856077666258,-9.40184762833494,5.36132142081359e-21,5.29092493954899e-18,"Pyruvate dehydrogenase E1 beta subunit isoform 1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9ZQY3]","protein_coding",650.886627807567,228.152847673626,346.733018450913,187.044932100284,590.706411243915,366.689392438496,294.72633427494,341.67856175289,175.594651112184,354.061375655339,123.12545071311,205.720134302517,2114.01013348756,1780.25015561408,1295.64114673489,1250.54085022302,1013.53734700908,2076.83027525411,1045.54687768597,1627.47952033729,932.106499358703,967.775741925527,1575.46347486242,"Pyruvate dehydrogenase E1 beta subunit isoform 1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9ZQY3]","protein_coding"
"520","AC191113.2_FG002",195.517279221969,-1.82704785868038,0.199696276746483,-9.14913331609002,5.73921270079895e-20,4.49202240974947e-17,"","protein_coding",107.640165838978,70.0213343243865,56.9105866150435,79.6974058514254,105.145741201417,92.1523080473706,45.5991686991417,87.4295143308865,133.66160010032,89.6171946679489,27.5653994133828,97.9095826359574,417.627876021144,506.624477391307,260.781599719842,286.652125185169,287.782592793208,209.520930423866,319.911751631776,322.230058876146,256.141866445756,414.47974298133,221.794398909476,"","protein_coding"
"14686","GRMZM2G090487",14.1284365041167,-3.93704315690446,0.439351679342634,-8.96102903895835,3.21662326195994e-19,2.35519079999892e-16,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7VC17]","protein_coding",0,0,0,0,0,0,0,0,0,0.734567169409417,0,0,11.0874657350746,18.1658179144293,36.073535407932,5.02898465237139,15.5034393423951,3.67580579690993,33.8730089963057,138.254113098887,3.74841755774277,52.1791600427802,6.62972388044628,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7VC17]","protein_coding"
"561","AC191575.2_FG001",200.811685852119,-2.85248832116551,0.323542021666022,-8.81643845358058,1.18158103426263e-18,7.66272180448377e-16,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FFT4]","protein_coding",34.4784906202975,19.2558669392063,11.5928972734348,39.8487029257127,100.420089911466,26.8777565138164,18.906972387449,23.1135497656367,72.0724314266429,14.6913433881883,7.35077317690209,83.6081829250872,550.677464842039,553.048234283738,391.548165573595,368.792207840569,86.2378813420725,350.120502155671,295.824278567737,493.142623888155,211.160855752843,572.986248016945,292.913255081536,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4FFT4]","protein_coding"
"18632","GRMZM2G121223",86.4811669453056,-2.22380307892273,0.25786282454593,-8.62397704220692,6.46680892182325e-18,3.86272707651432e-15,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4G219]","protein_coding",25.2281638685104,9.3361779099182,17.9162957862174,24.3971650565588,37.8052103196106,52.7955931521394,24.4678466190516,32.1579822826249,60.2787608295558,28.6481196069673,5.51307988267657,24.2023687414726,90.5476368364427,135.234422251863,151.057929520715,95.5507083950565,179.258517396443,250.873745639103,92.5862245899023,240.583929093338,84.9641313088362,227.422376790231,98.2404538647949,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4G219]","protein_coding"
"20669","GRMZM2G136960",338.443295233936,1.85528229549602,0.216730963631438,8.56030104978916,1.12573174899115e-17,6.55175877912851e-15,"2-Sep  [Source:UniProtKB/TrEMBL;Acc:K7U775]","protein_coding",484.380746275399,566.589296908161,337.247920681739,557.881840959978,546.994136811865,389.727469450338,706.231027413536,399.964904640148,745.622063304723,337.166330758923,812.260436047681,398.238976564231,88.6997258805969,319.920237715228,157.070185422037,145.84055491877,100.772355725568,158.059649267127,71.5096856588676,156.76056918299,92.4609664243217,116.172469529209,94.6242408390969,"2-Sep  [Source:UniProtKB/TrEMBL;Acc:K7U775]","protein_coding"
"16627","GRMZM2G105604",211.180103628873,-2.67467171306575,0.313692912029127,-8.52640149171556,1.50970625993013e-17,8.3578811433888e-15,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4F7W3]","protein_coding",92.5032675178713,26.2580003716449,26.3474938032609,32.5295534087451,62.614879591855,24.9579167628295,45.5991686991417,51.2517842629335,20.9665255059325,54.3579705362969,9.18846647112762,73.7072138944848,1060.70088865547,144.317331209078,244.999427978872,248.934740292384,710.251314873473,511.855957219707,154.310374316504,144.785803481511,144.93881223272,286.493124008473,685.272368369766,"Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B4F7W3]","protein_coding"
